unix,low,high,open,close,volume,datetime,vol_fiat
1620000000,1.1005,1.147,1.1024,1.1311,5353324.89,2021-05-03,6055145.783078999
1619913600,1.0765,1.1254,1.1226,1.1023,3598763.6,2021-05-02,3966917.11628
1619827200,1.0918,1.1386,1.1261,1.1226,3659478.97,2021-05-01,4108131.0917220004
1619740800,1.0629,1.1369,1.078,1.1255,5206544.53,2021-04-30,5859965.868515
1619654400,1.0469,1.1673,1.1037,1.0787,9281463.77,2021-04-29,10011914.968698999
1619568000,1.0245,1.1179,1.0812,1.105,6723118.88,2021-04-28,7429046.3624
1619481600,1.0145,1.1094,1.0248,1.0827,7527447.48,2021-04-27,8149967.386596001
1619395200,0.8944,1.039,0.9048,1.0254,8822017.36,2021-04-26,9046096.600944
1619308800,0.845,0.951,0.9156,0.9037,5616923.66,2021-04-25,5076013.911542
1619222400,0.9093,0.9996,0.9605,0.9156,7845970.04,2021-04-24,7183770.168624
1619136000,0.82,0.9697,0.9535,0.9609,20108970.84,2021-04-23,19322710.080156
1619049600,0.93,1.065,1.0026,0.954,11859680.42,2021-04-22,11314135.120679999
1618963200,0.9946,1.07,1.054,1.0009,8120396.92,2021-04-21,8127705.277227999
1618876800,0.9343,1.0677,0.9961,1.0547,11063864.16,2021-04-20,11669057.529552
1618790400,0.9766,1.1139,1.0728,0.996,11584169.47,2021-04-19,11537832.79212
1618704000,0.947,1.18,1.1565,1.0735,20629832.43,2021-04-18,22146125.113604996
1618617600,1.143,1.2185,1.1818,1.1583,5408883.49,2021-04-17,6265109.746467001
1618531200,1.1201,1.271,1.2405,1.1788,9732372.84,2021-04-16,11472521.103792
1618444800,1.1785,1.2506,1.2193,1.2443,8499770.96,2021-04-15,10576265.005528001
1618358400,1.1301,1.302,1.1818,1.215,20073472.57,2021-04-14,24389269.17255
1618272000,1.0784,1.2018,1.107,1.1828,12449420.27,2021-04-13,14725174.295356
1618185600,1.0591,1.1299,1.0624,1.104,7798649.36,2021-04-12,8609708.89344
1618099200,1.0035,1.0817,1.0214,1.06,5804561.26,2021-04-11,6152834.9356
1618012800,1.0041,1.0392,1.0119,1.0216,3499765.22,2021-04-10,3575360.1487520006
1617926400,1.004,1.0306,1.0246,1.0124,2795522.82,2021-04-09,2830187.3029679996
1617840000,0.9872,1.03,0.9901,1.0246,3110366.16,2021-04-08,3186881.167536
1617753600,0.978,1.0881,1.0625,0.9893,7127869.33,2021-04-07,7051601.128169
1617667200,1.01,1.1335,1.0287,1.0589,11745951.11,2021-04-06,12437787.630378999
1617580800,0.993,1.037,1.0082,1.0254,3327529.41,2021-04-05,3412048.657014
1617494400,0.9865,1.018,0.994,1.006,2072249.44,2021-04-04,2084682.93664
1617408000,0.9911,1.0517,1.0139,0.9943,3281834.14,2021-04-03,3263127.685402
1617321600,1.0025,1.0567,1.0065,1.0132,4867533.43,2021-04-02,4931784.8712760005
1617235200,0.996,1.0292,1.0161,1.0065,2837162.09,2021-04-01,2855603.6435849997
1617148800,0.9845,1.0355,1.0336,1.0169,3988548.64,2021-03-31,4055955.112016
1617062400,1.01,1.0499,1.0211,1.0336,3488453.24,2021-03-30,3605665.2688640007
1616976000,1.0001,1.0439,1.0094,1.0199,3386616.19,2021-03-29,3454009.852181
1616889600,0.9887,1.0344,0.9971,1.0094,2572427.76,2021-03-28,2596608.580944
1616803200,0.9812,1.05,1.0293,0.9986,3360832.85,2021-03-27,3356127.6840100004
1616716800,0.9304,1.0935,0.9315,1.0294,5626106.08,2021-03-26,5791513.598752
1616630400,0.8882,0.9831,0.9055,0.9316,5707731.15,2021-03-25,5317322.33934
1616544000,0.8818,0.9864,0.9429,0.9061,4554265.01,2021-03-24,4126619.5255609998
1616457600,0.906,0.989,0.925,0.945,5773403.22,2021-03-23,5455866.0429
1616371200,0.8952,1.0175,0.9992,0.9262,6331124.55,2021-03-22,5863887.55821
1616284800,0.9719,1.0459,1.0099,0.9996,6571293.02,2021-03-21,6568664.502792
1616198400,1.0099,1.1299,1.0959,1.011,10898493.39,2021-03-20,11018376.817289999
1616112000,0.9927,1.18,1.0314,1.098,12845246.26,2021-03-19,14104080.393480001
1616025600,1.0266,1.48,1.4524,1.0341,11494047.79,2021-03-18,11885994.819639
